activity_id,employee_id,date,activity_name,wellness_dimension,participation_status,effort_level,individual_score,streak_days,wellness_engagement_score,burnout_risk,reward_points,reward_earned
ACT019175,EMP083,23-12-2025,Guided Meditation,Mental,Completed,Low,20,20,70,30,60,Trip Ticket / Cash Prize
ACT019176,EMP084,23-12-2025,Breathing Break,Mental,Completed,Low,20,9,56.8,43.2,38,Extra Leave Day
ACT019177,EMP084,23-12-2025,Gratitude Practice,Emotional,Completed,Low,15,22,70.9,29.1,59,Trip Ticket / Cash Prize
ACT019178,EMP085,23-12-2025,Ergonomic Stretch Break,Physical,Skipped,Low,0,6,7.2,92.8,12,Gift Voucher
ACT019179,EMP086,23-12-2025,Screen-Free Break,Work-Life,Skipped,Medium,0,10,12,88,20,Gift Voucher
ACT019180,EMP087,23-12-2025,Breathing Break,Mental,Completed,Medium,26,11,61,39,48,Gym Membership
ACT019181,EMP089,23-12-2025,Screen-Free Break,Work-Life,Completed,Medium,19.5,15,63.9,36.1,49.5,Gym Membership
ACT019182,EMP093,23-12-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,9,56.8,43.2,38,Extra Leave Day
ACT019183,EMP094,23-12-2025,Breathing Break,Mental,Completed,Medium,26,25,77.8,22.2,76,Trip Ticket / Cash Prize
ACT019184,EMP095,23-12-2025,Reflection Journaling,Mental,Skipped,Low,0,23,27.6,72.4,46,Gym Membership
ACT019185,EMP096,23-12-2025,Ergonomic Stretch Break,Physical,Completed,Medium,26,7,56.2,43.8,40,Extra Leave Day
ACT019186,EMP097,23-12-2025,Ergonomic Stretch Break,Physical,Completed,Medium,26,15,65.8,34.2,56,Trip Ticket / Cash Prize
ACT019187,EMP101,23-12-2025,Hydration Tracking,Physical,Completed,Low,20,15,64,36,50,Gym Membership
ACT019188,EMP102,23-12-2025,Guided Meditation,Mental,Completed,Medium,26,14,64.6,35.4,54,Trip Ticket / Cash Prize
ACT019189,EMP105,23-12-2025,Walking Break,Physical,Completed,Medium,26,11,61,39,48,Gym Membership
ACT019190,EMP106,23-12-2025,Hydration Tracking,Physical,Completed,Low,20,12,60.4,39.6,44,Gym Membership
ACT019191,EMP107,23-12-2025,Creative Wellness Workshop,Creative,Skipped,Low,0,4,4.8,95.2,8,Gift Voucher
ACT019192,EMP108,23-12-2025,Gratitude Practice,Emotional,Completed,Low,15,15,62.5,37.5,45,Gym Membership
ACT019193,EMP109,23-12-2025,Reflection Journaling,Mental,Completed,Low,20,23,73.6,26.4,66,Trip Ticket / Cash Prize
ACT019194,EMP110,23-12-2025,Ergonomic Stretch Break,Physical,Skipped,Medium,0,21,25.2,74.8,42,Gym Membership
ACT019195,EMP110,23-12-2025,Reflection Journaling,Mental,Completed,Low,20,10,58,42,40,Extra Leave Day
ACT019196,EMP111,23-12-2025,Screen-Free Break,Work-Life,Completed,Medium,19.5,11,59.1,40.9,41.5,Gym Membership
ACT019197,EMP112,23-12-2025,Mindfulness Session,Mental,Completed,High,32,5,55.6,44.4,42,Gym Membership
ACT019198,EMP113,23-12-2025,Reflection Journaling,Mental,Completed,Low,20,17,66.4,33.6,54,Trip Ticket / Cash Prize
ACT019199,EMP115,23-12-2025,Breathing Break,Mental,Completed,Low,20,9,56.8,43.2,38,Extra Leave Day
ACT019200,EMP117,23-12-2025,Gratitude Practice,Emotional,Skipped,Low,0,17,20.4,79.6,34,Extra Leave Day
ACT019201,EMP119,23-12-2025,Mindfulness Session,Mental,Completed,Low,20,5,52,48,30,Wellness Kit
ACT019202,EMP119,23-12-2025,Screen-Free Break,Work-Life,Skipped,Low,0,0,0,100,0,None
ACT019203,EMP120,23-12-2025,Ergonomic Stretch Break,Physical,Completed,Medium,26,7,56.2,43.8,40,Extra Leave Day
ACT019204,EMP121,23-12-2025,Hydration Tracking,Physical,Completed,High,32,23,77.2,22.8,78,Trip Ticket / Cash Prize
ACT019205,EMP122,23-12-2025,Mindfulness Session,Mental,Completed,Medium,26,23,75.4,24.6,72,Trip Ticket / Cash Prize
ACT019206,EMP122,23-12-2025,Gratitude Practice,Emotional,Skipped,Medium,0,14,16.8,83.2,28,Wellness Kit
ACT019207,EMP124,23-12-2025,Walking Break,Physical,Completed,Low,20,3,49.6,50.4,26,Wellness Kit
ACT019208,EMP124,23-12-2025,Screen-Free Break,Work-Life,Completed,Low,15,1,45.7,54.3,17,Gift Voucher
ACT019209,EMP125,23-12-2025,Gratitude Practice,Emotional,Skipped,Medium,0,2,2.4,97.6,4,Gift Voucher
ACT019210,EMP126,23-12-2025,Reflection Journaling,Mental,Skipped,High,0,7,8.4,91.6,14,Gift Voucher
ACT019211,EMP127,23-12-2025,Hydration Tracking,Physical,Skipped,Low,0,20,24,76,40,Extra Leave Day
ACT019212,EMP128,23-12-2025,Creative Wellness Workshop,Creative,Completed,Low,10,4,47.8,52.2,18,Gift Voucher
ACT019213,EMP129,23-12-2025,Walking Break,Physical,Completed,Low,20,18,67.6,32.4,56,Trip Ticket / Cash Prize
ACT019214,EMP131,23-12-2025,Gratitude Practice,Emotional,Completed,Low,15,12,58.9,41.1,39,Extra Leave Day
ACT019215,EMP133,23-12-2025,Hydration Tracking,Physical,Skipped,Low,0,12,14.4,85.6,24,Wellness Kit
ACT019216,EMP135,23-12-2025,Reflection Journaling,Mental,Completed,Low,20,17,66.4,33.6,54,Trip Ticket / Cash Prize
ACT019217,EMP137,23-12-2025,Hydration Tracking,Physical,Completed,Medium,26,0,47.8,52.2,26,Wellness Kit
ACT019218,EMP138,23-12-2025,Screen-Free Break,Work-Life,Skipped,Low,0,8,9.6,90.4,16,Gift Voucher
ACT019219,EMP139,23-12-2025,Mindfulness Session,Mental,Completed,Low,20,11,59.2,40.8,42,Gym Membership
ACT019220,EMP140,23-12-2025,Guided Meditation,Mental,Completed,Medium,26,8,57.4,42.6,42,Gym Membership
ACT019221,EMP141,23-12-2025,Creative Wellness Workshop,Creative,Completed,Medium,13,20,67.9,32.1,53,Trip Ticket / Cash Prize
ACT019222,EMP142,23-12-2025,Creative Wellness Workshop,Creative,Skipped,Medium,0,14,16.8,83.2,28,Wellness Kit
ACT019223,EMP143,23-12-2025,Breathing Break,Mental,Completed,Medium,26,15,65.8,34.2,56,Trip Ticket / Cash Prize
ACT019224,EMP144,23-12-2025,Mindfulness Session,Mental,Completed,Low,20,0,46,54,20,Gift Voucher
ACT019225,EMP145,23-12-2025,Reflection Journaling,Mental,Completed,Medium,26,21,73,27,68,Trip Ticket / Cash Prize
ACT019226,EMP146,23-12-2025,Guided Meditation,Mental,Skipped,Medium,0,22,26.4,73.6,44,Gym Membership
ACT019227,EMP146,23-12-2025,Screen-Free Break,Work-Life,Skipped,Medium,0,20,24,76,40,Extra Leave Day
ACT019228,EMP147,23-12-2025,Walking Break,Physical,Completed,Medium,26,1,49,51,28,Wellness Kit
ACT019229,EMP151,23-12-2025,Breathing Break,Mental,Completed,Low,20,14,62.8,37.2,48,Gym Membership
ACT019230,EMP153,23-12-2025,Creative Wellness Workshop,Creative,Completed,Medium,13,25,73.9,26.1,63,Trip Ticket / Cash Prize
ACT019231,EMP154,23-12-2025,Reflection Journaling,Mental,Completed,Low,20,18,67.6,32.4,56,Trip Ticket / Cash Prize
ACT019232,EMP155,23-12-2025,Ergonomic Stretch Break,Physical,Completed,Medium,26,13,63.4,36.6,52,Trip Ticket / Cash Prize
ACT019233,EMP156,23-12-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,18,67.6,32.4,56,Trip Ticket / Cash Prize
ACT019234,EMP158,23-12-2025,Guided Meditation,Mental,Completed,Medium,26,20,71.8,28.2,66,Trip Ticket / Cash Prize
ACT019235,EMP160,23-12-2025,Guided Meditation,Mental,Completed,Low,20,23,73.6,26.4,66,Trip Ticket / Cash Prize
ACT019236,EMP160,23-12-2025,Reflection Journaling,Mental,Completed,High,32,19,72.4,27.6,70,Trip Ticket / Cash Prize
ACT019237,EMP164,23-12-2025,Hydration Tracking,Physical,Completed,High,32,8,59.2,40.8,48,Gym Membership
ACT019238,EMP165,23-12-2025,Mindfulness Session,Mental,Completed,Low,20,9,56.8,43.2,38,Extra Leave Day
ACT019239,EMP166,23-12-2025,Mindfulness Session,Mental,Completed,Low,20,10,58,42,40,Extra Leave Day
ACT019240,EMP168,23-12-2025,Reflection Journaling,Mental,Completed,Low,20,18,67.6,32.4,56,Trip Ticket / Cash Prize
ACT019241,EMP170,23-12-2025,Mindfulness Session,Mental,Completed,High,32,9,60.4,39.6,50,Gym Membership
ACT019242,EMP173,23-12-2025,Reflection Journaling,Mental,Skipped,High,0,4,4.8,95.2,8,Gift Voucher
ACT019243,EMP174,23-12-2025,Creative Wellness Workshop,Creative,Completed,Low,10,18,64.6,35.4,46,Gym Membership
ACT019244,EMP175,23-12-2025,Creative Wellness Workshop,Creative,Completed,Medium,13,8,53.5,46.5,29,Wellness Kit
ACT019245,EMP176,23-12-2025,Gratitude Practice,Emotional,Completed,Low,15,14,61.3,38.7,43,Gym Membership
ACT019246,EMP177,23-12-2025,Mindfulness Session,Mental,Completed,Medium,26,7,56.2,43.8,40,Extra Leave Day
ACT019247,EMP178,23-12-2025,Breathing Break,Mental,Completed,Low,20,1,47.2,52.8,22,Wellness Kit
ACT019248,EMP180,23-12-2025,Mindfulness Session,Mental,Completed,Medium,26,19,70.6,29.4,64,Trip Ticket / Cash Prize
ACT019249,EMP181,23-12-2025,Reflection Journaling,Mental,Completed,Medium,26,24,76.6,23.4,74,Trip Ticket / Cash Prize
ACT019250,EMP181,23-12-2025,Screen-Free Break,Work-Life,Completed,Low,15,21,69.7,30.3,57,Trip Ticket / Cash Prize
ACT019251,EMP182,23-12-2025,Screen-Free Break,Work-Life,Completed,Low,15,25,74.5,25.5,65,Trip Ticket / Cash Prize
ACT019252,EMP182,23-12-2025,Creative Wellness Workshop,Creative,Completed,Low,10,4,47.8,52.2,18,Gift Voucher
ACT019253,EMP183,23-12-2025,Guided Meditation,Mental,Completed,Medium,26,16,67,33,58,Trip Ticket / Cash Prize
ACT019254,EMP184,23-12-2025,Mindfulness Session,Mental,Skipped,Low,0,1,1.2,98.8,2,Gift Voucher
ACT019255,EMP184,23-12-2025,Ergonomic Stretch Break,Physical,Skipped,High,0,22,26.4,73.6,44,Gym Membership
ACT019256,EMP186,23-12-2025,Gratitude Practice,Emotional,Completed,Low,15,24,73.3,26.7,63,Trip Ticket / Cash Prize
ACT019257,EMP187,23-12-2025,Hydration Tracking,Physical,Completed,Medium,26,9,58.6,41.4,44,Gym Membership
ACT019258,EMP188,23-12-2025,Guided Meditation,Mental,Skipped,Low,0,5,6,94,10,Gift Voucher
ACT019259,EMP188,23-12-2025,Walking Break,Physical,Completed,Medium,26,24,76.6,23.4,74,Trip Ticket / Cash Prize
ACT019260,EMP189,23-12-2025,Walking Break,Physical,Completed,High,32,4,54.4,45.6,40,Extra Leave Day
ACT019261,EMP190,23-12-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,20,70,30,60,Trip Ticket / Cash Prize
ACT019262,EMP191,23-12-2025,Mindfulness Session,Mental,Completed,High,32,19,72.4,27.6,70,Trip Ticket / Cash Prize
ACT019263,EMP192,23-12-2025,Hydration Tracking,Physical,Skipped,Low,0,3,3.6,96.4,6,Gift Voucher
ACT019264,EMP193,23-12-2025,Guided Meditation,Mental,Skipped,Low,0,12,14.4,85.6,24,Wellness Kit
ACT019265,EMP194,23-12-2025,Screen-Free Break,Work-Life,Completed,Low,15,6,51.7,48.3,27,Wellness Kit
ACT019266,EMP195,23-12-2025,Creative Wellness Workshop,Creative,Completed,High,16,9,55.6,44.4,34,Extra Leave Day
ACT019267,EMP196,23-12-2025,Breathing Break,Mental,Skipped,Medium,0,11,13.2,86.8,22,Wellness Kit
ACT019268,EMP197,23-12-2025,Creative Wellness Workshop,Creative,Skipped,Low,0,3,3.6,96.4,6,Gift Voucher
ACT019269,EMP198,23-12-2025,Walking Break,Physical,Completed,High,32,25,79.6,20.4,82,Trip Ticket / Cash Prize
ACT019270,EMP199,23-12-2025,Ergonomic Stretch Break,Physical,Skipped,Medium,0,9,10.8,89.2,18,Gift Voucher
ACT019271,EMP200,23-12-2025,Breathing Break,Mental,Completed,High,32,13,65.2,34.8,58,Trip Ticket / Cash Prize
ACT019272,EMP202,23-12-2025,Mindfulness Session,Mental,Completed,Medium,26,12,62.2,37.8,50,Gym Membership
ACT019273,EMP203,23-12-2025,Reflection Journaling,Mental,Skipped,Low,0,19,22.8,77.2,38,Extra Leave Day
ACT019274,EMP203,23-12-2025,Ergonomic Stretch Break,Physical,Completed,High,32,14,66.4,33.6,60,Trip Ticket / Cash Prize
ACT019275,EMP204,23-12-2025,Breathing Break,Mental,Completed,Low,20,11,59.2,40.8,42,Gym Membership
ACT019276,EMP205,23-12-2025,Ergonomic Stretch Break,Physical,Completed,Medium,26,25,77.8,22.2,76,Trip Ticket / Cash Prize
ACT019277,EMP207,23-12-2025,Gratitude Practice,Emotional,Completed,High,24,16,66.4,33.6,56,Trip Ticket / Cash Prize
ACT019278,EMP208,23-12-2025,Reflection Journaling,Mental,Completed,Low,20,4,50.8,49.2,28,Wellness Kit
ACT019279,EMP212,23-12-2025,Ergonomic Stretch Break,Physical,Skipped,Low,0,11,13.2,86.8,22,Wellness Kit
ACT019280,EMP213,23-12-2025,Ergonomic Stretch Break,Physical,Skipped,Medium,0,2,2.4,97.6,4,Gift Voucher
ACT019281,EMP214,23-12-2025,Reflection Journaling,Mental,Skipped,Low,0,25,30,70,50,Gym Membership
ACT019282,EMP215,23-12-2025,Screen-Free Break,Work-Life,Completed,Low,15,12,58.9,41.1,39,Extra Leave Day
ACT019283,EMP216,23-12-2025,Breathing Break,Mental,Skipped,Low,0,11,13.2,86.8,22,Wellness Kit
ACT019284,EMP216,23-12-2025,Mindfulness Session,Mental,Skipped,Low,0,21,25.2,74.8,42,Gym Membership
ACT019285,EMP219,23-12-2025,Breathing Break,Mental,Completed,Medium,26,24,76.6,23.4,74,Trip Ticket / Cash Prize
ACT019286,EMP220,23-12-2025,Reflection Journaling,Mental,Completed,Medium,26,10,59.8,40.2,46,Gym Membership
ACT019287,EMP222,23-12-2025,Ergonomic Stretch Break,Physical,Completed,Medium,26,21,73,27,68,Trip Ticket / Cash Prize
ACT019288,EMP225,23-12-2025,Reflection Journaling,Mental,Skipped,Medium,0,9,10.8,89.2,18,Gift Voucher
ACT019289,EMP226,23-12-2025,Hydration Tracking,Physical,Skipped,Low,0,14,16.8,83.2,28,Wellness Kit
ACT019290,EMP231,23-12-2025,Hydration Tracking,Physical,Completed,Low,20,0,46,54,20,Gift Voucher
ACT019291,EMP231,23-12-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,0,46,54,20,Gift Voucher
ACT019292,EMP232,23-12-2025,Mindfulness Session,Mental,Completed,Low,20,5,52,48,30,Wellness Kit
ACT019293,EMP234,23-12-2025,Breathing Break,Mental,Skipped,Low,0,19,22.8,77.2,38,Extra Leave Day
ACT019294,EMP235,23-12-2025,Reflection Journaling,Mental,Skipped,Low,0,1,1.2,98.8,2,Gift Voucher
ACT019295,EMP236,23-12-2025,Breathing Break,Mental,Skipped,Low,0,20,24,76,40,Extra Leave Day
ACT019296,EMP239,23-12-2025,Gratitude Practice,Emotional,Completed,High,24,12,61.6,38.4,48,Gym Membership
ACT019297,EMP242,23-12-2025,Creative Wellness Workshop,Creative,Completed,Low,10,18,64.6,35.4,46,Gym Membership
ACT019298,EMP242,23-12-2025,Screen-Free Break,Work-Life,Completed,Low,15,11,57.7,42.3,37,Extra Leave Day
ACT019299,EMP243,23-12-2025,Gratitude Practice,Emotional,Completed,Low,15,16,63.7,36.3,47,Gym Membership
ACT019300,EMP246,23-12-2025,Creative Wellness Workshop,Creative,Completed,High,16,2,47.2,52.8,20,Gift Voucher
ACT019301,EMP247,23-12-2025,Reflection Journaling,Mental,Completed,High,32,0,49.6,50.4,32,Extra Leave Day
ACT019302,EMP249,23-12-2025,Mindfulness Session,Mental,Completed,Medium,26,5,53.8,46.2,36,Extra Leave Day
ACT019303,EMP250,23-12-2025,Gratitude Practice,Emotional,Skipped,Low,0,13,15.6,84.4,26,Wellness Kit
ACT019304,EMP003,24-12-2025,Creative Wellness Workshop,Creative,Completed,High,16,21,70,30,58,Trip Ticket / Cash Prize
ACT019305,EMP006,24-12-2025,Creative Wellness Workshop,Creative,Completed,Low,10,21,68.2,31.8,52,Trip Ticket / Cash Prize
ACT019306,EMP009,24-12-2025,Guided Meditation,Mental,Skipped,Medium,0,4,4.8,95.2,8,Gift Voucher
ACT019307,EMP009,24-12-2025,Hydration Tracking,Physical,Completed,Medium,26,16,67,33,58,Trip Ticket / Cash Prize
ACT019308,EMP011,24-12-2025,Walking Break,Physical,Completed,Low,20,22,72.4,27.6,64,Trip Ticket / Cash Prize
ACT019309,EMP012,24-12-2025,Guided Meditation,Mental,Completed,Low,20,7,54.4,45.6,34,Extra Leave Day
ACT019310,EMP013,24-12-2025,Guided Meditation,Mental,Skipped,Low,0,3,3.6,96.4,6,Gift Voucher
ACT019311,EMP013,24-12-2025,Reflection Journaling,Mental,Completed,Medium,26,17,68.2,31.8,60,Trip Ticket / Cash Prize
ACT019312,EMP015,24-12-2025,Guided Meditation,Mental,Completed,Medium,26,4,52.6,47.4,34,Extra Leave Day
ACT019313,EMP016,24-12-2025,Breathing Break,Mental,Completed,Medium,26,5,53.8,46.2,36,Extra Leave Day
ACT019314,EMP017,24-12-2025,Creative Wellness Workshop,Creative,Completed,High,16,7,53.2,46.8,30,Wellness Kit
ACT019315,EMP018,24-12-2025,Mindfulness Session,Mental,Completed,Medium,26,16,67,33,58,Trip Ticket / Cash Prize
ACT019316,EMP019,24-12-2025,Gratitude Practice,Emotional,Completed,Low,15,18,66.1,33.9,51,Trip Ticket / Cash Prize
ACT019317,EMP019,24-12-2025,Mindfulness Session,Mental,Completed,Low,20,7,54.4,45.6,34,Extra Leave Day
ACT019318,EMP024,24-12-2025,Mindfulness Session,Mental,Skipped,Medium,0,13,15.6,84.4,26,Wellness Kit
ACT019319,EMP024,24-12-2025,Breathing Break,Mental,Skipped,Low,0,14,16.8,83.2,28,Wellness Kit
ACT019320,EMP025,24-12-2025,Screen-Free Break,Work-Life,Completed,Low,15,17,64.9,35.1,49,Gym Membership
ACT019321,EMP028,24-12-2025,Gratitude Practice,Emotional,Completed,Medium,19.5,23,73.4,26.6,65.5,Trip Ticket / Cash Prize
ACT019322,EMP028,24-12-2025,Creative Wellness Workshop,Creative,Completed,High,16,1,46,54,18,Gift Voucher
ACT019323,EMP029,24-12-2025,Gratitude Practice,Emotional,Completed,Low,15,5,50.5,49.5,25,Wellness Kit
ACT019324,EMP031,24-12-2025,Breathing Break,Mental,Completed,Medium,26,10,59.8,40.2,46,Gym Membership
ACT019325,EMP032,24-12-2025,Breathing Break,Mental,Completed,Low,20,5,52,48,30,Wellness Kit
ACT019326,EMP037,24-12-2025,Hydration Tracking,Physical,Skipped,Low,0,3,3.6,96.4,6,Gift Voucher
ACT019327,EMP041,24-12-2025,Creative Wellness Workshop,Creative,Completed,Low,10,0,43,57,10,Gift Voucher
ACT019328,EMP042,24-12-2025,Walking Break,Physical,Completed,Low,20,6,53.2,46.8,32,Extra Leave Day
ACT019329,EMP043,24-12-2025,Creative Wellness Workshop,Creative,Skipped,High,0,3,3.6,96.4,6,Gift Voucher
ACT019330,EMP044,24-12-2025,Creative Wellness Workshop,Creative,Completed,Low,10,5,49,51,20,Gift Voucher
ACT019331,EMP044,24-12-2025,Mindfulness Session,Mental,Completed,Low,20,5,52,48,30,Wellness Kit
ACT019332,EMP047,24-12-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,25,76,24,70,Trip Ticket / Cash Prize
ACT019333,EMP048,24-12-2025,Ergonomic Stretch Break,Physical,Skipped,Medium,0,19,22.8,77.2,38,Extra Leave Day
ACT019334,EMP049,24-12-2025,Reflection Journaling,Mental,Skipped,Medium,0,23,27.6,72.4,46,Gym Membership
ACT019335,EMP051,24-12-2025,Walking Break,Physical,Skipped,Medium,0,4,4.8,95.2,8,Gift Voucher
ACT019336,EMP052,24-12-2025,Hydration Tracking,Physical,Skipped,Low,0,2,2.4,97.6,4,Gift Voucher
ACT019337,EMP054,24-12-2025,Reflection Journaling,Mental,Completed,Low,20,20,70,30,60,Trip Ticket / Cash Prize
ACT019338,EMP054,24-12-2025,Guided Meditation,Mental,Completed,Low,20,5,52,48,30,Wellness Kit
ACT019339,EMP055,24-12-2025,Reflection Journaling,Mental,Skipped,Low,0,16,19.2,80.8,32,Extra Leave Day
ACT019340,EMP057,24-12-2025,Screen-Free Break,Work-Life,Completed,Low,15,20,68.5,31.5,55,Trip Ticket / Cash Prize
ACT019341,EMP057,24-12-2025,Mindfulness Session,Mental,Skipped,High,0,12,14.4,85.6,24,Wellness Kit
ACT019342,EMP058,24-12-2025,Guided Meditation,Mental,Completed,Low,20,25,76,24,70,Trip Ticket / Cash Prize
ACT019343,EMP061,24-12-2025,Guided Meditation,Mental,Completed,Low,20,10,58,42,40,Extra Leave Day
ACT019344,EMP063,24-12-2025,Creative Wellness Workshop,Creative,Completed,Low,10,10,55,45,30,Wellness Kit
ACT019345,EMP064,24-12-2025,Reflection Journaling,Mental,Completed,Low,20,13,61.6,38.4,46,Gym Membership
ACT019346,EMP066,24-12-2025,Creative Wellness Workshop,Creative,Completed,High,16,21,70,30,58,Trip Ticket / Cash Prize
ACT019347,EMP068,24-12-2025,Hydration Tracking,Physical,Skipped,Low,0,17,20.4,79.6,34,Extra Leave Day
ACT019348,EMP069,24-12-2025,Ergonomic Stretch Break,Physical,Completed,Medium,26,1,49,51,28,Wellness Kit
ACT019349,EMP070,24-12-2025,Walking Break,Physical,Skipped,High,0,3,3.6,96.4,6,Gift Voucher
ACT019350,EMP073,24-12-2025,Ergonomic Stretch Break,Physical,Completed,High,32,15,67.6,32.4,62,Trip Ticket / Cash Prize
ACT019351,EMP074,24-12-2025,Walking Break,Physical,Completed,Low,20,22,72.4,27.6,64,Trip Ticket / Cash Prize
ACT019352,EMP075,24-12-2025,Gratitude Practice,Emotional,Completed,Low,15,3,48.1,51.9,21,Wellness Kit
ACT019353,EMP077,24-12-2025,Breathing Break,Mental,Completed,Low,20,4,50.8,49.2,28,Wellness Kit
ACT019354,EMP080,24-12-2025,Creative Wellness Workshop,Creative,Completed,High,16,16,64,36,48,Gym Membership
ACT019355,EMP084,24-12-2025,Hydration Tracking,Physical,Completed,Medium,26,0,47.8,52.2,26,Wellness Kit
ACT019356,EMP085,24-12-2025,Screen-Free Break,Work-Life,Completed,Medium,19.5,7,54.2,45.8,33.5,Extra Leave Day
ACT019357,EMP086,24-12-2025,Breathing Break,Mental,Completed,Low,20,3,49.6,50.4,26,Wellness Kit
ACT019358,EMP087,24-12-2025,Breathing Break,Mental,Completed,Low,20,8,55.6,44.4,36,Extra Leave Day
ACT019359,EMP089,24-12-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,0,46,54,20,Gift Voucher
ACT019360,EMP090,24-12-2025,Gratitude Practice,Emotional,Completed,High,24,16,66.4,33.6,56,Trip Ticket / Cash Prize
ACT019361,EMP094,24-12-2025,Screen-Free Break,Work-Life,Completed,Low,15,4,49.3,50.7,23,Wellness Kit
ACT019362,EMP095,24-12-2025,Creative Wellness Workshop,Creative,Completed,Low,10,21,68.2,31.8,52,Trip Ticket / Cash Prize
ACT019363,EMP095,24-12-2025,Breathing Break,Mental,Completed,Medium,26,23,75.4,24.6,72,Trip Ticket / Cash Prize
ACT019364,EMP096,24-12-2025,Mindfulness Session,Mental,Completed,Low,20,18,67.6,32.4,56,Trip Ticket / Cash Prize
ACT019365,EMP099,24-12-2025,Screen-Free Break,Work-Life,Completed,High,24,24,76,24,72,Trip Ticket / Cash Prize
ACT019366,EMP101,24-12-2025,Reflection Journaling,Mental,Completed,Medium,26,12,62.2,37.8,50,Gym Membership
ACT019367,EMP101,24-12-2025,Mindfulness Session,Mental,Skipped,Low,0,14,16.8,83.2,28,Wellness Kit
ACT019368,EMP103,24-12-2025,Guided Meditation,Mental,Completed,Low,20,4,50.8,49.2,28,Wellness Kit
ACT019369,EMP108,24-12-2025,Walking Break,Physical,Completed,Low,20,12,60.4,39.6,44,Gym Membership
ACT019370,EMP112,24-12-2025,Guided Meditation,Mental,Completed,Low,20,19,68.8,31.2,58,Trip Ticket / Cash Prize
ACT019371,EMP115,24-12-2025,Mindfulness Session,Mental,Completed,Low,20,4,50.8,49.2,28,Wellness Kit
ACT019372,EMP117,24-12-2025,Reflection Journaling,Mental,Completed,Medium,26,0,47.8,52.2,26,Wellness Kit
ACT019373,EMP118,24-12-2025,Breathing Break,Mental,Completed,High,32,6,56.8,43.2,44,Gym Membership
ACT019374,EMP120,24-12-2025,Mindfulness Session,Mental,Skipped,Medium,0,22,26.4,73.6,44,Gym Membership
